id,school_id_k,tch_id_k,cltype_k,cltype_1,actual_size_k,in_STAR_k,in_STAR_1,in_STAR_2,in_STAR_3,gender,race,age_in_1985,tch_gender,tch_race,tch_degree,tch_exp,gktreadss,gktmathss,gkwordskillss,std_read_score_k,std_math_score_k,std_word_score_k,pctile_math_k,pctile_read_k,pctile_word_k,freelunch_k
13582,221571,22157101,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","YES","NO","MALE","WHITE",5.654795,"FEMALE","BLACK","BACHELORS",3,407,439,396,-.8995227,-.9420143,-1.00403,14,14,10,0
13583,221574,22157404,"REGULAR CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","MALE","WHITE",5.643836,"FEMALE","WHITE","BACHELORS",2,416,468,401,-.6112572,-.321076,-.8664311,37,26,15,0
13584,209510,20951003,"REGULAR + AIDE CLASS","REGULAR CLASS",22,"YES","YES","YES","NO","MALE","WHITE",5.641096,"FEMALE","WHITE","BACHELORS",13,,,,,,,,,,0
13585,221571,22157105,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.635616,"FEMALE","WHITE","BACHELORS",7,405,444,391,-.9635817,-.834956,-1.141629,17,12,6,0
13586,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.632877,,,,,,,,,,,,,,
13587,244839,24483902,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","NO","MALE","BLACK",5.621918,"FEMALE","BLACK","BACHELORS",21,,489,440,.128569,.128569,.2068421,55,,60,0
13588,244839,24483901,"REGULAR CLASS",,21,"YES","NO","NO","NO","MALE","BLACK",5.605479,"FEMALE","WHITE","BACHELORS",1,425,489,410,-.3229918,.128569,-.6187527,55,39,26,1
13589,221571,22157105,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","MALE","ASIAN",5.616438,"FEMALE","WHITE","BACHELORS",7,400,423,401,-1.123729,-1.284601,-.8664311,7,8,15,0
13590,221571,22157101,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","MALE","BLACK",5.610959,"FEMALE","BLACK","BACHELORS",3,413,444,401,-.7073457,-.834956,-.8664311,17,22,15,1
13591,244727,24472704,"REGULAR + AIDE CLASS",,21,"YES","NO","NO","NO","MALE","BLACK",5.547945,"FEMALE","BLACK","BACHELORS",1,424,500,410,-.3550213,.3640974,-.6187527,64,37,26,0
13592,208503,20850303,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.59726,"FEMALE","WHITE","MASTERS",3,425,439,435,-.3229918,-.9420143,.069243,14,39,55,1
13593,221571,22157105,"REGULAR + AIDE CLASS","SMALL CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.591781,"FEMALE","WHITE","BACHELORS",7,439,439,453,.1254212,-.9420143,.5645999,14,59,71,0
13594,244755,24475503,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","MALE","BLACK",5.523288,"FEMALE","BLACK","BACHELORS",9,424,559,418,-.3550213,1.627386,-.3985941,91,37,37,1
13595,128076,12807601,"SMALL CLASS",,13,"YES","NO","NO","NO","FEMALE","WHITE",5.646575,"FEMALE","WHITE","BACHELORS",0,433,468,440,-.0667558,-.321076,.2068421,37,49,60,1
13596,225585,22558504,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.416439,"FEMALE","WHITE","MASTERS",13,447,513,458,.3816572,.642449,.702199,73,68,75,0
13597,244727,24472704,"REGULAR + AIDE CLASS","SMALL CLASS",21,"YES","YES","YES","YES","FEMALE","BLACK",5.476712,"FEMALE","BLACK","BACHELORS",1,443,478,458,.2535392,-.1069593,.702199,46,64,75,1
13598,244831,24483101,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","MALE","WHITE",5.471233,"FEMALE","BLACK","BACHELORS",12,439,547,453,.1254212,1.370446,.5645999,88,59,71,0
13599,228606,22860601,"REGULAR + AIDE CLASS","REGULAR CLASS",25,"YES","YES","YES","YES","FEMALE","BLACK",5.638356,"FEMALE","WHITE","MASTERS",8,434,528,431,-.0347263,.963624,-.0408363,81,52,51,1
13600,228606,22860601,"REGULAR + AIDE CLASS","REGULAR CLASS",25,"YES","YES","YES","YES","MALE","BLACK",5.627397,"FEMALE","WHITE","MASTERS",8,431,547,435,-.1308148,1.370446,.069243,88,48,55,1
13601,244818,24481804,"REGULAR CLASS",,25,"YES","NO","NO","NO","FEMALE","BLACK",5.473973,"FEMALE","BLACK","BACHELORS",9,408,449,391,-.8674932,-.7278976,-1.141629,21,16,6,1
13602,228606,22860603,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","NO","FEMALE","WHITE",5.621918,"FEMALE","WHITE","BACHELORS",12,418,513,410,-.5471982,.642449,-.6187527,73,28,26,1
13603,244799,24479903,"SMALL CLASS","REGULAR CLASS",14,"YES","YES","YES","YES","FEMALE","BLACK",5.473973,"FEMALE","BLACK","BACHELORS",5,422,418,414,-.4190803,-1.391659,-.5086734,5,34,32,0
13604,228606,22860601,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",25,"YES","YES","YES","YES","MALE","BLACK",5.610959,"FEMALE","WHITE","MASTERS",8,510,626,486,2.399515,3.061967,1.472754,99,98,92,0
13605,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.463014,,,,,,,,,,,,,,
13606,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.463014,,,,,,,,,,,,,,
13607,228606,22860604,"SMALL CLASS","REGULAR CLASS",16,"YES","YES","YES","YES","FEMALE","WHITE",5.591781,"FEMALE","WHITE","BACHELORS",14,450,536,431,.4777456,1.134917,-.0408363,85,72,51,0
13608,205490,20549001,"SMALL CLASS","SMALL CLASS",15,"YES","YES","NO","NO","FEMALE","BLACK",5.164383,"FEMALE","WHITE","BACHELORS",3,436,473,435,.0293327,-.2140177,.069243,41,54,55,1
13609,231616,23161601,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.665753,"FEMALE","WHITE","BACHELORS",12,458,520,486,.7339816,.7923307,1.472754,77,80,92,0
13610,244839,24483902,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","MALE","BLACK",5.487671,"FEMALE","BLACK","BACHELORS",21,,449,423,-.7278976,-.7278976,-.2609949,21,,42,1
13611,231616,23161603,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.654795,"FEMALE","WHITE","BACHELORS",20,458,547,435,.7339816,1.370446,.069243,88,80,55,0
13612,162184,16218403,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","YES","MALE","WHITE",5.616438,"FEMALE","WHITE","MASTERS",6,431,520,435,-.1308148,.7923307,.069243,77,48,55,0
13613,231616,23161601,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.610959,"FEMALE","WHITE","BACHELORS",12,456,536,480,.6699226,1.134917,1.307635,85,78,89,1
13614,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.484931,,,,,,,,,,,,,,
13615,205490,20549002,"REGULAR + AIDE CLASS",,24,"YES","NO","NO","NO","FEMALE","BLACK",5.161644,"FEMALE","WHITE","BACHELORS",11,384,399,405,-1.636201,-1.798481,-.7563518,2,1,20,1
13616,230612,23061201,"REGULAR + AIDE CLASS",,22,"YES","NO","YES","YES","MALE","WHITE",5.649315,"FEMALE","WHITE","BACHELORS",6,419,478,401,-.5151687,-.1069593,-.8664311,46,30,15,0
13617,170295,17029501,"REGULAR CLASS",,22,"YES","NO","NO","NO","MALE","WHITE",5.627397,"FEMALE","WHITE","BACHELORS",19,,,,,,,,,,1
13618,244723,24472303,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","FEMALE","BLACK",5.482192,"FEMALE","BLACK","BACHELORS",1,437,506,435,.0613622,.4925674,.069243,68,56,55,1
13619,264945,26494503,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","NO","NO","MALE","WHITE",5.660274,"FEMALE","WHITE","BACHELORS",3,495,602,480,1.919073,2.548087,1.307635,97,96,89,0
13620,244839,24483904,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","NO","FEMALE","BLACK",5.479452,"FEMALE","WHITE","BACHELORS",0,433,489,435,-.0667558,.128569,.069243,55,49,55,1
13621,261927,26192703,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","NO","MALE","WHITE",5.649315,"FEMALE","WHITE","BACHELORS",3,400,423,414,-1.123729,-1.284601,-.5086734,7,8,32,0
13622,261927,26192703,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","MALE","WHITE",5.635616,"FEMALE","WHITE","BACHELORS",3,627,576,593,6.146966,1.991384,4.417376,95,100,100,0
13623,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",5.473973,,,,,,,,,,,,,,
13624,234628,23462802,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.145205,"FEMALE","WHITE","MASTERS",20,527,506,569,2.944017,.4925674,3.7569,68,99,99,0
13625,244755,24475502,"REGULAR + AIDE CLASS","SMALL CLASS",20,"YES","YES","YES","YES","MALE","BLACK",5.465754,"FEMALE","WHITE","BACHELORS",7,421,449,418,-.4511097,-.7278976,-.3985941,21,32,37,1
13626,164198,16419803,"REGULAR CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.643836,"FEMALE","WHITE","MASTERS",4,440,536,444,.1574507,1.134917,.3169214,85,61,63,0
13627,244727,24472704,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","BLACK",5.457534,"FEMALE","BLACK","BACHELORS",1,440,500,463,.1574507,.3640974,.8397981,64,61,79,0
13628,244755,24475501,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","NO","FEMALE","BLACK",5.457534,"FEMALE","WHITE","BACHELORS",11,419,468,414,-.5151687,-.321076,-.5086734,37,30,32,1
13629,244708,24470803,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","NO","NO","FEMALE","BLACK",5.120548,"FEMALE","WHITE","BACHELORS",2,403,423,401,-1.027641,-1.284601,-.8664311,7,11,15,1
13630,218562,21856202,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",17,"YES","YES","NO","NO","FEMALE","WHITE",5.578082,"FEMALE","WHITE","MASTERS",8,,,,,,,,,,0
13631,205489,20548902,"REGULAR CLASS",,23,"YES","NO","NO","NO","MALE","WHITE",5.136986,"FEMALE","WHITE","BACHELORS",14,468,559,453,1.054277,1.627386,.5645999,91,87,71,0
13632,218562,21856201,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","MALE","WHITE",5.572603,"FEMALE","WHITE","MASTERS",14,443,547,444,.2535392,1.370446,.3169214,88,64,63,0
13633,218562,21856201,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","MALE","WHITE",5.572603,"FEMALE","WHITE","MASTERS",14,443,484,458,.2535392,.0215107,.702199,50,64,75,
13634,257899,25789901,"REGULAR CLASS",,25,"YES","NO","NO","NO","MALE","WHITE",5.219178,"FEMALE","WHITE","MASTERS",13,431,454,418,-.1308148,-.6208394,-.3985941,25,48,37,0
13635,244806,24480607,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","BLACK",5.457534,"FEMALE","WHITE","BACHELORS",11,500,536,502,2.079221,1.134917,1.913071,85,96,96,0
13636,244727,24472701,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","FEMALE","BLACK",5.473973,"FEMALE","WHITE","BACHELORS",21,500,513,494,2.079221,.642449,1.692913,73,96,94,0
13637,244727,24472703,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","FEMALE","BLACK",5.457534,"FEMALE","BLACK","BACHELORS",12,421,459,414,-.4511097,-.513781,-.5086734,29,32,32,1
13638,203457,20345702,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","MALE","WHITE",5.126028,"FEMALE","WHITE","MASTERS",9,463,473,480,.8941291,-.2140177,1.307635,41,84,89,0
13639,161183,16118304,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","MALE","WHITE",5.120548,"FEMALE","WHITE","MASTERS",10,422,434,418,-.4190803,-1.049073,-.3985941,12,34,37,0
13640,244755,24475503,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","NO","FEMALE","BLACK",5.446575,"FEMALE","BLACK","BACHELORS",9,411,536,386,-.7714047,1.134917,-1.279228,85,20,4,0
13641,244801,24480103,"REGULAR + AIDE CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.435616,"FEMALE","BLACK","BACHELORS",8,424,559,401,-.3550213,1.627386,-.8664311,91,37,15,0
13642,244799,24479904,"REGULAR CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","MALE","BLACK",5.435616,"FEMALE","WHITE","BACHELORS",6,397,459,368,-1.219818,-.513781,-1.774585,29,6,1,0
13643,244728,24472803,"REGULAR CLASS","SMALL CLASS",17,"YES","YES","YES","YES","MALE","BLACK",5.432877,"FEMALE","BLACK","MASTERS",15,492,454,494,1.822984,-.6208394,1.692913,25,95,94,1
13644,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.504109,,,,,,,,,,,,,,
13645,244746,24474602,"REGULAR CLASS",,21,"YES","NO","NO","NO","MALE","BLACK",5.50137,"FEMALE","WHITE","BACHELORS",5,407,429,401,-.8995227,-1.156131,-.8664311,9,14,15,1
13646,244801,24480103,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","NO","NO","MALE","WHITE",5.665753,"FEMALE","BLACK","BACHELORS",8,425,513,440,-.3229918,.642449,.2068421,73,39,60,0
13647,244799,24479901,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",18,"YES","YES","YES","YES","MALE","BLACK",5.495891,"FEMALE","WHITE","MASTERS",10,434,484,444,-.0347263,.0215107,.3169214,50,52,63,0
13648,216536,21653602,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.20274,"FEMALE","WHITE","MASTERS",13,476,520,494,1.310513,.7923307,1.692913,77,91,94,0
13649,244818,24481803,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","MALE","BLACK",5.476712,"FEMALE","WHITE","MASTERS",11,414,454,401,-.6753162,-.6208394,-.8664311,25,24,15,1
13650,244745,24474502,"SMALL CLASS",,15,"YES","NO","NO","NO","MALE","WHITE",5.473973,"FEMALE","BLACK","MASTERS",14,450,478,444,.4777456,-.1069593,.3169214,46,72,63,0
13651,244774,24477404,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","MALE","BLACK",5.665753,"FEMALE","WHITE","BACHELORS",2,443,468,449,.2535392,-.321076,.4545206,37,64,67,1
13652,244755,24475504,"REGULAR CLASS","REGULAR + AIDE CLASS",20,"YES","YES","NO","NO","MALE","BLACK",5.446575,"FEMALE","BLACK","BACHELORS",1,390,418,368,-1.444024,-1.391659,-1.774585,5,2,1,1
13653,244801,24480103,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.663014,"FEMALE","BLACK","BACHELORS",8,538,626,502,3.296341,3.061967,1.913071,99,99,96,0
13654,203452,20345202,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",4.926027,"FEMALE","WHITE","BACHELORS",11,402,454,391,-1.05967,-.6208394,-1.141629,25,9,6,1
13655,205490,20549002,"REGULAR + AIDE CLASS",,24,"YES","NO","NO","NO","MALE","BLACK",5.10411,"FEMALE","WHITE","BACHELORS",11,380,399,391,-1.764319,-1.798481,-1.141629,2,1,6,1
13656,203452,20345201,"SMALL CLASS",,17,"YES","NO","NO","NO","MALE","WHITE",5.10411,"FEMALE","WHITE","BACHELORS",19,,,,,,,,,,0
13657,244727,24472703,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","BLACK",5.663014,"FEMALE","BLACK","BACHELORS",12,443,506,468,.2535392,.4925674,.9773973,68,64,83,1
13658,244806,24480603,"REGULAR CLASS","REGULAR CLASS",26,"YES","YES","NO","NO","MALE","BLACK",5.471233,"FEMALE","BLACK","BACHELORS",0,455,494,463,.6378931,.2356273,.8397981,60,77,79,1
13659,205492,20549202,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","MALE","BLACK",5.095891,"FEMALE","WHITE","BACHELORS",3,474,506,458,1.246454,.4925674,.702199,68,90,75,1
13660,244708,24470803,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","MALE","BLACK",5.657534,"FEMALE","WHITE","BACHELORS",2,422,434,401,-.4190803,-1.049073,-.8664311,12,34,15,1
13661,244776,24477608,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","MALE","BLACK",5.468493,"FEMALE","BLACK","BACHELORS",3,440,449,449,.1574507,-.7278976,.4545206,21,61,67,1
13662,244746,24474601,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",19,"YES","YES","NO","NO","MALE","BLACK",5.465754,"FEMALE","WHITE","MASTERS",17,434,473,405,-.0347263,-.2140177,-.7563518,41,52,20,1
13663,244697,24469703,"REGULAR + AIDE CLASS",,27,"YES","NO","NO","NO","FEMALE","BLACK",5.654795,"FEMALE","WHITE","MASTERS",5,419,463,418,-.5151687,-.4281343,-.3985941,33,30,37,1
13664,205491,20549101,"SMALL CLASS",,14,"YES","NO","NO","NO","MALE","WHITE",5.087671,"FEMALE","WHITE","BACHELORS",0,453,513,486,.5738341,.642449,1.472754,73,75,92,0
13665,205489,20548902,"REGULAR CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.082192,"FEMALE","WHITE","BACHELORS",14,554,559,569,3.808813,1.627386,3.7569,91,100,99,0
13666,244736,24473601,"REGULAR + AIDE CLASS","REGULAR CLASS",19,"YES","YES","NO","NO","MALE","BLACK",5.454794,"FEMALE","WHITE","BACHELORS",11,456,520,423,.6699226,.7923307,-.2609949,77,78,42,1
13667,244736,24473601,"REGULAR + AIDE CLASS","REGULAR CLASS",19,"YES","YES","YES","NO","MALE","BLACK",5.454794,"FEMALE","WHITE","BACHELORS",11,467,528,474,1.022247,.963624,1.142516,81,86,86,1
13668,244746,24474603,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","NO","FEMALE","BLACK",5.454794,"FEMALE","WHITE","BACHELORS",5,451,506,458,.5097751,.4925674,.702199,68,73,75,1
13669,244697,24469701,"REGULAR CLASS","REGULAR + AIDE CLASS",26,"YES","YES","YES","YES","FEMALE","BLACK",5.452055,"FEMALE","WHITE","MASTERS",6,,449,396,-.7278976,-.7278976,-1.00403,21,,10,1
13670,244723,24472301,"REGULAR + AIDE CLASS",,25,"YES","NO","NO","NO","FEMALE","BLACK",5.452055,"FEMALE","WHITE","MASTERS",17,413,429,410,-.7073457,-1.156131,-.6187527,9,22,26,1
13671,205492,20549203,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","FEMALE","BLACK",5.073973,"FEMALE","WHITE","MASTERS",24,430,478,427,-.1628443,-.1069593,-.1509156,46,46,46,1
13672,205490,20549003,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","BLACK",5.073973,"FEMALE","WHITE","BACHELORS",12,403,399,405,-1.027641,-1.798481,-.7563518,2,11,20,1
13673,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.649315,,,,,,,,,,,,,,
13674,244839,24483904,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","MALE","BLACK",5.649315,"FEMALE","WHITE","BACHELORS",0,439,576,453,.1254212,1.991384,.5645999,95,59,71,0
13675,244801,24480101,"REGULAR CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.649315,"FEMALE","WHITE","BACHELORS",0,474,513,474,1.246454,.642449,1.142516,73,90,86,0
13676,244780,24478002,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","NO","NO","FEMALE","BLACK",5.449315,"FEMALE","BLACK","BACHELORS",10,445,520,440,.3175982,.7923307,.2068421,77,67,60,1
13677,244839,24483901,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","NO","NO","MALE","BLACK",5.446575,"FEMALE","WHITE","BACHELORS",1,427,494,391,-.2589328,.2356273,-1.141629,60,41,6,1
13678,244755,24475503,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","NO","MALE","BLACK",5.446575,"FEMALE","BLACK","BACHELORS",9,407,494,414,-.8995227,.2356273,-.5086734,60,14,32,1
13679,225585,22558503,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","MALE","WHITE",5.120548,"FEMALE",,"BACHELORS",13,428,484,431,-.2269033,.0215107,-.0408363,50,43,51,0
13680,244697,24469705,"SMALL CLASS","SMALL CLASS",15,"YES","YES","NO","YES","MALE","BLACK",5.646575,"FEMALE","BLACK","BACHELORS",14,440,434,458,.1574507,-1.049073,.702199,12,61,75,0
13681,244774,24477405,"REGULAR CLASS","SMALL CLASS",26,"YES","YES","YES","YES","MALE","BLACK",5.446575,"FEMALE","BLACK","BACHELORS",6,427,439,418,-.2589328,-.9420143,-.3985941,14,41,37,1
13682,244806,24480607,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","BLACK",5.443836,"FEMALE","WHITE","BACHELORS",11,476,520,463,1.310513,.7923307,.8397981,77,91,79,1
13683,244755,24475507,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","NO","MALE","BLACK",5.443836,"FEMALE","BLACK","BACHELORS",3,,,,,,,,,,1
13684,244774,24477405,"REGULAR CLASS","REGULAR CLASS",26,"YES","YES","YES","YES","MALE","BLACK",5.646575,"FEMALE","BLACK","BACHELORS",6,382,444,374,-1.70026,-.834956,-1.609466,17,1,1,1
13685,244708,24470803,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","NO","FEMALE","BLACK",5.441096,"FEMALE","WHITE","BACHELORS",2,461,528,468,.8300701,.963624,.9773973,81,82,83,1
13686,244708,24470801,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","NO","FEMALE","BLACK",5.441096,"FEMALE","WHITE","BACHELORS",14,461,528,468,.8300701,.963624,.9773973,81,82,83,1
13687,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.646575,,,,,,,,,,,,,,
13688,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.643836,,,,,,,,,,,,,,
13689,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.643836,,,,,,,,,,,,,,
13690,244774,24477402,"SMALL CLASS",,16,"YES","NO","NO","NO","MALE","BLACK",5.435616,"FEMALE","BLACK","BACHELORS",6,400,454,391,-1.123729,-.6208394,-1.141629,25,8,6,1
13691,244776,24477605,"SMALL CLASS",,15,"YES","NO","NO","NO","FEMALE","BLACK",5.643836,"FEMALE","WHITE","BACHELORS",2,434,463,427,-.0347263,-.4281343,-.1509156,33,52,46,1
13692,205490,20549002,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","NO","FEMALE","BLACK",5.054794,"FEMALE","WHITE","BACHELORS",11,397,405,401,-1.219818,-1.670011,-.8664311,3,6,15,1
13693,244818,24481803,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","MALE","BLACK",5.427397,"FEMALE","WHITE","MASTERS",11,421,478,427,-.4511097,-.1069593,-.1509156,46,32,46,1
13694,244801,24480103,"REGULAR + AIDE CLASS",,24,"YES","NO","NO","NO","FEMALE","BLACK",5.424657,"FEMALE","BLACK","BACHELORS",8,418,489,418,-.5471982,.128569,-.3985941,55,28,37,1
13695,205491,20549103,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","YES","NO","FEMALE","WHITE",5.052055,"FEMALE","WHITE","BACHELORS",3,421,454,414,-.4511097,-.6208394,-.5086734,25,32,32,0
13696,244697,24469703,"REGULAR + AIDE CLASS","REGULAR CLASS",27,"YES","YES","YES","YES","FEMALE","BLACK",5.641096,"FEMALE","WHITE","MASTERS",5,437,513,435,.0613622,.642449,.069243,73,56,55,1
13697,244776,24477608,"SMALL CLASS",,17,"YES","NO","NO","NO","FEMALE","BLACK",5.641096,"FEMALE","BLACK","BACHELORS",3,476,602,494,1.310513,2.548087,1.692913,97,91,94,1
13698,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","BLACK",5.641096,,,,,,,,,,,,,,
13699,205489,20548902,"REGULAR CLASS",,23,"YES","NO","NO","NO","MALE","WHITE",5.046576,"FEMALE","WHITE","BACHELORS",14,,,,,,,,,,0
13700,130085,13008503,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","MALE","WHITE",5.046576,"FEMALE","WHITE","MASTERS",8,395,444,374,-1.283877,-.834956,-1.609466,17,5,1,0
13701,244697,24469701,"REGULAR CLASS",,26,"YES","NO","NO","NO","MALE","BLACK",5.635616,"FEMALE","WHITE","MASTERS",6,,468,331,-.321076,-.321076,-2.792819,37,,1,1
13702,205490,20549003,"REGULAR CLASS",,24,"YES","NO","NO","NO","FEMALE","BLACK",5.032876,"FEMALE","WHITE","BACHELORS",12,395,405,401,-1.283877,-1.670011,-.8664311,3,5,15,1
13703,244839,24483904,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","YES","MALE","BLACK",5.413699,"FEMALE","WHITE","BACHELORS",0,434,489,435,-.0347263,.128569,.069243,55,52,55,1
13704,244697,24469701,"REGULAR CLASS","REGULAR CLASS",26,"YES","YES","YES","YES","FEMALE","BLACK",5.405479,"FEMALE","WHITE","MASTERS",6,,473,410,-.2140177,-.2140177,-.6187527,41,,26,1
13705,128068,12806801,"SMALL CLASS","SMALL CLASS",13,"YES","YES","NO","NO","FEMALE","WHITE",5.082192,"FEMALE","WHITE","MASTERS",12,416,454,414,-.6112572,-.6208394,-.5086734,25,26,32,1
13706,244728,24472803,"REGULAR CLASS",,17,"YES","NO","NO","NO","FEMALE","BLACK",5.432877,"FEMALE","BLACK","MASTERS",15,434,468,449,-.0347263,-.321076,.4545206,37,52,67,0
13707,244708,24470801,"SMALL CLASS",,16,"YES","NO","NO","NO","MALE","BLACK",5.432877,"FEMALE","WHITE","BACHELORS",14,393,399,396,-1.347936,-1.798481,-1.00403,2,4,10,1
13708,128068,12806801,"SMALL CLASS",,13,"YES","NO","NO","NO","MALE","WHITE",5.024658,"FEMALE","WHITE","MASTERS",12,437,454,463,.0613622,-.6208394,.8397981,25,56,79,0
13709,244776,24477604,"REGULAR CLASS",,24,"YES","NO","NO","NO","FEMALE","BLACK",5.427397,"FEMALE","BLACK","BACHELORS",9,408,439,410,-.8674932,-.9420143,-.6187527,14,16,26,1
13710,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","FEMALE","WHITE",5.627397,,,,,,,,,,,,,,
13711,244755,24475502,"REGULAR + AIDE CLASS",,20,"YES","NO","NO","NO","FEMALE","BLACK",5.424657,"FEMALE","WHITE","BACHELORS",7,410,429,386,-.8034342,-1.156131,-1.279228,9,18,4,1
13712,209510,20951002,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.627397,"FEMALE","WHITE","BACHELORS",3,461,528,468,.8300701,.963624,.9773973,81,82,83,0
